T,4,2,0.6202143E+03,5751160E-03,-0.1652E+02,-0.1484E+03,0.8171184,0.3466054,0.4606324
T,6,2,0.1325642E+04,5752533E-03,0.1077E+04,-0.5244E+03,0.9117829,0.2349375,-0.3368329
T,49,2,0.7259657E+03,5751595E-03,0.3235E+03,-0.1793E+03,0.6033841,0.7474519,0.2779267
T,69,2,0.2205528E+04,5750659E-03,0.9855E+02,0.3643E+01,0.9594929,0.1247288,0.2526186
T,74,2,0.2328475E+03,5751499E-03,-0.1847E+03,-0.8516E+03,0.9750714,-0.0255067,0.2204205
T,87,2,0.2393737E+04,5752554E-03,0.6497E+03,-0.7916E+03,0.9857734,-0.0185006,0.1670586
T,105,2,0.1099564E+04,5750499E-03,0.3093E+03,-0.3400E+03,0.9261487,0.1245320,-0.3560062
T,116,2,0.5125137E+03,5751955E-03,-0.6297E+03,-0.1547E+04,0.6726597,-0.4995024,-0.5459179
T,148,2,0.1551738E+04,5750175E-03,-0.9113E+02,-0.1039E+04,0.9580542,-0.2860764,-0.0170990
T,155,2,0.1704222E+04,5750162E-03,0.2767E+02,-0.4900E+03,0.9606211,-0.1174440,0.2518214
T,186,2,0.7092655E+03,5751370E-03,-0.4994E+03,0.4486E+03,0.6392953,-0.4316565,-0.6363758
T,204,2,0.1188421E+04,5750030E-03,0.7615E+02,0.4973E+01,0.8306468,-0.5201404,0.1986954
T,208,2,0.1958675E+04,5751860E-03,-0.4378E+03,-0.2299E+03,0.7489770,-0.6011819,0.2785925
T,268,2,0.1267929E+04,5750404E-03,0.1272E+03,0.1542E+03,0.4109602,-0.2093382,-0.8872932
T,271,2,0.5851473E+03,5751841E-03,0.5612E+03,0.3072E+03,0.8611266,0.2373948,0.4495606
T,282,2,0.2352488E+04,5750400E-03,0.1296E+03,0.7776E+03,0.8718422,0.4697113,0.1387890
T,286,2,0.7581074E+03,5751139E-03,0.7532E+03,-0.7498E+03,0.9539264,-0.2221585,-0.2016680
T,291,2,0.1057824E+03,5751167E-03,0.2493E+03,-0.9261E+03,0.6642002,-0.7079337,-0.2401414
T,293,2,0.1303116E+04,5752172E-03,0.1775E+03,0.7811E+02,0.9207533,0.3833062,0.0727308
T,295,2,0.2071454E+04,5751464E-03,-0.3520E+03,-0.2863E+03,0.8855058,0.4363461,0.1596296
T,315,2,0.2026173E+04,5752112E-03,0.5271E+03,-0.1432E+03,0.9998144,0.0179245,0.0070570
T,324,2,0.2351094E+04,5751858E-03,-0.2424E+03,0.1180E+03,0.7531116,0.2182359,-0.6206416
T,327,2,0.1390936E+04,5752111E-03,0.1222E+04,-0.5591E+01,0.8509557,-0.3478857,0.3935097
T,328,2,0.1166214E+03,5750068E-03,0.6571E+02,0.3192E+03,0.3097742,0.3331831,0.8905217
T,334,2,0.5121326E+03,5750265E-03,0.4635E+03,-0.1032E+04,0.9669236,0.1034990,-0.2331240
