============================== SRIM-2013.00 ==============================
==============================================================================
========== SRIM Outputs\BACKSCATSRIM Outputs\ : File of Backscattered Ions =============
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(20 keV) ==> Layer 1+Kapton Polyimide( 2000 A) ==========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
B   76  2 ,7032042E+04 -  2306612E-06  ,9775E+02 -,1594E+03  -,9371159 -,0962437 -,3354862
B   83  2 ,1050452E+05 -  5219477E-08 -,7586E+02 -,1216E+03  -,5702429 -,4237724 -,7037329
B  118  2 ,3591419E+04 -  5181057E-07  ,1056E+04  ,3342E+03  -,5727153  ,8137000  ,0994459
B  342  2 ,1108954E+05 -  2413240E-06  ,1318E-01  ,1173E+01  -,9737016  ,0023147  ,2278155
B  372  2 ,1128757E+05 -  1110895E-06  ,8037E+01 -,1719E+02  -,7808967  ,2737694 -,5614718
B  502  2 ,2989568E+04 -  9724512E-07  ,7420E+03  ,4161E+03  -,5621917  ,7002946  ,4399182
B  714  2 ,1076005E+05 -  5372729E-07  ,8963E+02 -,1852E+03  -,3802568  ,4131310 -,8274826
B 1162  2 ,9754988E+04 -  8106718E-07 -,5239E+03  ,1236E+03  -,3668070 -,9288758 -,0514041
B 1187  2 ,1415100E+04 -  2859959E-07 -,1099E+04  ,7729E+03  -,6419247  ,2088034  ,7377898
B 1251  2 ,4755145E+04 -  1352111E-06  ,1303E+02  ,4775E+03  -,6725291 -,6859251  ,2778693
B 1286  2 ,1543238E+04 -  2581708E-07  ,1912E+03  ,4634E+03  -,7555224 -,2652688  ,5990145
B 1349  2 ,5750514E+04 -  4611972E-07  ,3598E+03  ,6619E+03  -,3870790  ,4964525  ,7769844
B 1497  2 ,5838856E+04 -  5274328E-07  ,7935E+03 -,9621E+02  -,4073895  ,9056644 -,1174982
B 1544  2 ,1296898E+05 -  3808903E-07 -,4406E+02  ,2444E+02  -,3366428 -,8232815  ,4570331
B 1621  2 ,9200577E+04 -  6640361E-07 -,3318E+03 -,2761E+03  -,5016436 -,4547879 -,7358815
B 1727  2 ,9023468E+04 -  1660388E-06  ,9884E+02  ,3832E+03  -,8309408 -,0286201  ,5556242
B 1747  2 ,1969830E+04 -  1677471E-06  ,7248E+03 -,1200E+04  -,9467648  ,2491562 -,2038567
B 2024  2 ,7744296E+04 -  1162353E-06  ,1774E+03  ,3125E+03  -,5140132  ,4589558  ,7246723
B 2093  2 ,9293350E+04 -  1584119E-06 -,1440E+02 -,1304E+03  -,7093554 -,2529019 -,6579176
B 2186  2 ,7994825E+04 -  5312893E-07 -,3307E+03 -,2683E+03  -,4856031 -,8296520 -,2754400
B 2230  2 ,7099685E+04 -  1488799E-06  ,7136E+03  ,6532E+03  -,6496493  ,5282272  ,5467465
B 2286  2 ,5083118E+02 -  8514467E-07  ,7106E+03  ,4968E+03  -,4118021 -,5131934  ,7530283
B 2398  2 ,7421625E+03 -  6793283E-07 -,1773E+04 -,3836E+02  -,9134716  ,1357676 -,3835841
B 2427  2 ,7138027E+04 -  1961815E-06  ,1880E+02  ,8411E+02  -,9773548  ,2096412  ,0287765
