============================== SRIM-2013.00 ==============================
==============================================================================
------------------------------------------------------------------------------
 =====================================================================
                       SPUTTERING   CALCULATION                       
 =====================================================================
    >> Review plot of SPUTTERING YIELD vs. Surface Binding Energy <<  
    >> for how yield changes with SBE (last plot of Menu of Plots)<<  
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth, Y,Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle, this tilt is in Y direction)=
 =   Shown are: Ion Number                                           =
 =              Sputtered atom type (atomic name) and energy (eV)    =
 =                 (Note: SBE is NOT subtracted from atom energy)    =
 =              Point of ejection relative to ion entrance point.    =
 =              Trajectional cosines of ejected atom.                =
 =                  Cosine (X) is negative indicating motion away    =
 =                     from the target surface.                      =
 =                  Cosine (Y) and Cosine (Z) are transverse motion. =
 =====================================================================
 ==================  CALCULATION   DATA  =============================
  Calculation Date= 05-25-2023, Time= 16:25:06
  Ion Data: Name,   Mass,   Energy (keV)
           He    4,003 30,
==============================================================================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(30 keV) ==> Layer 1+Kapton Polyimide( 2000 A) ==========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
S  249 13 ,2031029E+03   0000000E+00 -,1527E+02  ,1742E+02  -,5538824  ,1173709 -,8242805
S  249 13 ,8273092E+02   0000000E+00 -,1225E+02  ,1753E+02  -,7410635  ,4257112 -,5192252
S  249 13 ,3650916E+02   0000000E+00 -,1024E+02  ,1517E+02  -,7301832 -,0756750 -,6790477
S  249 13 ,5277831E+02   0000000E+00 -,1021E+02  ,1963E+02  -,6054270  ,7045832 -,3701632
S  249 13 ,2405294E+02   0000000E+00 -,1034E+02  ,2016E+02  -,9208836 -,3583723 -,1534365
S  249 13 ,1201165E+02   0000000E+00 -,6231E+01  ,2329E+02  -,9890592 -,1218493  ,0831540
S  249 13 ,3964705E+02   0000000E+00 -,8945E+01  ,1834E+02  -,5472943 -,6957438 -,4651983
S  249 13 ,9960335E+01   0000000E+00 -,5055E+01  ,2190E+02  -,8394254 -,3201751 -,4391502
S  249 13 ,7388164E+01   0000000E+00 -,9903E+01  ,1801E+02  -,9997804 -,0059570  ,0200893
S  249 13 ,7937531E+01   0000000E+00 -,1141E+02  ,1586E+02  -,8138939 -,1976466 -,5463631
S  249 13 ,1671338E+02   0000000E+00 -,8843E+01  ,1506E+02  -,9757625  ,1355789 -,1717726
S  249 13 ,4230510E+01   0000000E+00 -,1992E+01  ,1652E+02  -,9961640  ,0871139 -,0082734
S  271 13 ,1032632E+03   0000000E+00  ,2095E+02  ,5558E+01  -,9517174  ,3031011  ,0486190
S  271 13 ,3205946E+02   0000000E+00  ,1698E+02  ,8329E+01  -,9126360 -,3588197  ,1958161
S  271 13 ,4523218E+02   0000000E+00  ,1594E+02  ,6821E+01  -,5026867 -,7686731 -,3955347
S  271 13 ,1474598E+02   0000000E+00  ,1934E+02  ,1188E+01  -,9634175 -,2420023 -,1151590
S  271 13 ,7381194E+02   0000000E+00  ,1828E+02  ,1986E+01  -,7259769 -,6586189  ,1979359
S  271 13 ,1258615E+02   0000000E+00  ,1993E+02  ,5987E+01  -,9514376  ,2873126  ,1105348
S  271 13 ,5741441E+01   0000000E+00  ,1351E+02  ,9949E+01  -,9999255 -,0092692 -,0079409
S  271 13 ,2533195E+02   0000000E+00  ,7611E+01  ,1058E+02  -,6422210  ,0298742  ,7659371
S  271 13 ,4629847E+01   0000000E+00  ,1130E+02  ,9272E+01  -,9105279  ,3531574  ,2149857
S  271 13 ,1094472E+02   0000000E+00  ,1246E+02  ,2470E+00  -,9983734  ,0204531 -,0532181
S  316 13 ,5497142E+01   0000000E+00  ,3612E+01  ,9634E+01  -,9989781  ,0409647  ,0190952
S  320 13 ,3657208E+02   0000000E+00 -,9223E+01  ,2824E+02  -,7985895  ,5031629 -,3302754
S  320 13 ,6831440E+01   0000000E+00 -,1076E+02  ,2391E+02  -,9795677 -,2000984  ,0201942
S  320 13 ,3787241E+02   0000000E+00  ,7057E+01  ,1633E+02  -,9756379  ,1277526  ,1783535
S  320 13 ,6301749E+01   0000000E+00 -,6305E+01  ,1763E+02  -,8772415  ,4514579  ,1631964
S  320 13 ,5058984E+01   0000000E+00 -,7176E+01  ,1626E+02  -,9795855 -,1205729  ,1608553
S  320 13 ,8085648E+01   0000000E+00 -,8131E+01  ,1634E+02  -,9940836  ,0069124  ,1083972
