T,1,2,0.6726888E+05,2001235E-03,0.5818E+02,0.8098E+01,0.9952934,-0.0935919,0.0251316
T,2,2,0.6651072E+05,2000299E-03,0.8725E+02,0.5457E+02,0.9773077,0.1984866,0.0739783
T,3,2,0.6521919E+05,2001001E-03,-0.7222E+02,-0.1297E+03,0.9924522,-0.0593584,-0.1073089
T,4,2,0.6521592E+05,2000381E-03,0.5669E+02,0.8318E+02,0.9981139,-0.0177288,0.0587732
T,5,2,0.6515954E+05,2000096E-03,0.9648E+02,-0.1063E+03,0.9950487,0.0787487,-0.0606366
T,6,2,0.6633697E+05,2001228E-03,0.1099E+03,-0.9523E+02,0.9945959,0.0595328,-0.0850579
T,7,2,0.6681342E+05,2000270E-03,-0.1148E+03,-0.7491E+02,0.9941466,-0.0910237,-0.0581992
T,8,2,0.6596459E+05,2000864E-03,0.1864E+02,-0.1542E+02,0.9994984,0.0082931,-0.0305628
T,9,2,0.6379982E+05,2000778E-03,0.3987E+03,0.2031E+03,0.9456590,0.3251598,0.0004626
T,10,2,0.6769939E+05,2001449E-03,-0.1022E+03,-0.1228E+03,0.9956077,-0.0848530,-0.0395625
T,11,2,0.6599006E+05,2000228E-03,0.3649E+02,-0.2293E+02,0.9990490,0.0434206,-0.0039790
T,12,2,0.6646380E+05,2000892E-03,-0.5051E+02,0.2789E+01,0.9950863,-0.0989600,-0.0031801
T,13,2,0.6506766E+05,2001536E-03,0.1262E+03,-0.3836E+03,0.9674624,0.0824089,-0.2392182
T,14,2,0.6519121E+05,2002223E-03,-0.6591E+02,0.7261E+02,0.9947766,0.0049437,0.1019560
T,15,2,0.6595998E+05,2000581E-03,-0.1129E+03,0.1170E+02,0.9926832,-0.1197086,0.0158072
T,16,2,0.6796787E+05,2001760E-03,-0.1508E+03,0.4070E+02,0.9949419,-0.0763703,0.0652552
T,17,2,0.6651002E+05,2001544E-03,-0.1084E+03,-0.2176E+03,0.9929620,-0.0515439,-0.1066284
T,18,2,0.6654616E+05,2000468E-03,-0.2797E+00,0.4894E+02,0.9968636,-0.0544193,0.0574590
T,19,2,0.6516194E+05,2001693E-03,-0.5031E+02,0.3543E+03,0.9769910,-0.0264854,0.2116297
T,20,2,0.6355439E+05,2000566E-03,-0.2492E+03,0.2904E+02,0.9958570,-0.0746966,0.0518588
T,21,2,0.5511691E+05,2000577E-03,-0.9662E+03,-0.7379E+03,0.9337657,-0.2889447,-0.2111696
T,22,2,0.6636457E+05,2002163E-03,-0.1206E+02,-0.3600E+02,0.9975481,-0.0309028,-0.0627917
T,23,2,0.6583278E+05,2000696E-03,0.2030E+03,0.2069E+02,0.9925495,0.1108186,0.0506435
T,24,2,0.6554222E+05,2001840E-03,-0.2685E+03,0.1386E+03,0.9808312,-0.1810508,0.0720471
T,25,2,0.6836683E+05,2001014E-03,0.7382E+02,0.8613E+02,0.9985006,-0.0187418,0.0514326
T,26,2,0.6664211E+05,2000539E-03,-0.2584E+02,0.4247E+02,0.9979765,-0.0237896,0.0589650
T,27,2,0.6456257E+05,2000204E-03,0.1768E+03,0.1253E+03,0.9847979,0.1166733,0.1286874
T,28,2,0.6548271E+05,2000825E-03,0.1887E+03,0.9014E+02,0.9873163,0.1382312,0.0780937
T,29,2,0.6673906E+05,2000891E-03,-0.2859E+02,-0.1155E+03,0.9967954,-0.0163989,-0.0782941
T,30,2,0.6553975E+05,2001793E-03,-0.9952E+02,-0.1608E+02,0.9923013,-0.1237222,-0.0055588
T,31,2,0.6342002E+05,2001519E-03,0.1617E+03,-0.1060E+03,0.9788981,0.2016198,-0.0332875
T,32,2,0.6586148E+05,2000493E-03,0.9181E+02,0.2848E+02,0.9927905,0.1158410,0.0307876
T,33,2,0.6625447E+05,2000376E-03,0.3368E+02,-0.2515E+02,0.9994330,0.0304291,0.0144148
T,34,2,0.6636766E+05,2001016E-03,-0.1638E+03,0.1053E+03,0.9918109,-0.1118777,0.0616000
